16000	16	147.710490	0.412937
32000	16	273.448189	0.417406
64000	16	460.405155	0.419141
128000	16	754.859398	0.420094
256000	16	1093.045485	0.419570
512000	16	1391.304345	0.419098
16000	32	153.893503	0.412937
32000	32	296.208522	0.417406
64000	32	590.318780	0.419141
128000	32	925.497487	0.420094
256000	32	1516.587710	0.419570
512000	32	2161.870083	0.419098
16000	64	158.528851	0.412937
32000	64	297.265160	0.417406
64000	64	554.938962	0.419141
128000	64	980.151898	0.420094
256000	64	1564.027350	0.419570
512000	64	2347.762299	0.419098
